text,label
mathumenicole mrnnawe aowa banna mahlapa a ma kaakaa moagisane yena o tsena kae,unknown
tshepo yoh aowa ka tshaba chomi,unknown
emmatsebe aowa onyaka pf,unknown
ericaspaylessa aowa gape they were doing well the whole season not fucking up our sleeping patternstoday they are pulling a bbn on us,unknown
tshidisofeela safirstza juliussmalema bitter ka julius aowa,unknown
msaicho this meme though the next season needs to be better aowa,unknown
so tulz is smoking mphos snuff again aowa ke addiction byanong bbmansi,unknown
salawexejnr aowa ema le rena re kreye pele ke sa nyaka plaka yao ema mo pela koloi,unknown
bbmzansi aowa tulz siyalifuna i rib laka thato,unknown
mpolomohafa ehhh aowa bhan,unknown
atlekgo aowa these people its already past 2100,unknown
makeup artist tsa diepcity aowa diepcitymzansi,unknown
iamgadifele aowa iyho i run for my life if you say that pull out same time for me is close the door,unknown
kea91492014 aowa kea give old mama her grandkidsus patriots are willing to assist our fellow sis,unknown
jollyhaute aowa serious,unknown
marksnkuna aowa,unknown
riamolefe nguthapelo aowa jwale gona,unknown
harrykk82 aowa ukraine a keye,unknown
reitumok aowa yall wait for 430,unknown
mashmri aowa mmata ga ona malebe maan jerrr,unknown
kiddykatz nagana aowa,unknown
ponydee2 aowa wena who are you,unknown
beverleyr aowa bjale gona aowa,unknown
lmao aowa maan,unknown
capitecbanksa its been two weeks now your banking app is not working aowa bann do something,unknown
lesegom16825790 aowa maan,unknown
aowa im being ratiod,unknown
what reason does polokwane developers have for closely packing houses next to mall of the north while they have huge open lands just up the road whats more annoying they even put rental apartments next to stand alone houses aowa hle,unknown
aowa mara bambananim,unknown
ziphokunene i mean just send me the damn report and leave me out of your mess aowa,unknown
boitume27222908 siyabashaya shiluvankuna aowa babe this has just started and thats a summary of one problem we have if he was not communicating while hes out amp starts being dodgy or coming back in the ams drunk whatsoever id run but heres the thing hes living the life we had b4 im the 1 who cant go out,unknown
once u tell about it its no longer a secret ur secret was a burden to you imagine meaowa ngeke,unknown
chrisexcel102 aowa banna succession planning ereng a sa berekiswe,unknown
marvelous100 aowa banna rekela ngwana batho pizza hau,unknown
bbmzansi this food aowa,unknown
shiluvankuna lol aowa hlem,unknown
i hope bo ntwana kasi are coming soon on theriver1magic for thuso wedding storyline aowa been long,unknown
themba with so many sorrys aowa my guy,unknown
aowa terry oe papatlile shem bbmzansi,unknown
desmondmkabile aowa libo didnt state why he believes they dont exist so its 0 to him,unknown
iamseloma aowa tomorrow gona sorry,unknown
bbmzansi this hoodies though aowa big brother,unknown
aowa banna,unknown
nalelebogang aowa lebogang,unknown
aowa bathong,unknown
aowa banna le rotela that stick mos,unknown
raserokao riamolefe ah re tla reng nekere ke tlagelle aowa daraam o tlile,unknown
pemmymatsunyane lastcaller aowa mfethu akere sa mmata hao ke sa hao,unknown
lucky125rm aowa man sekgowa se sa ka matopa ga sena that thing,unknown
songs tsa limpopo aowa bathong modhifo wa gona,unknown
tshepochuene6 aowa ngwana o tsebjwa ke mmagwe otloba re teia ka badimo o claimer bana ba batho,unknown
destinyzee aowa bro,unknown
aowa fattis and monis and tin fish thats not cooking,unknown
aowa this is staged,unknown
mokwatlomj aowa aowa a ke sole selo le wena a ke go sole felo watseba,unknown
theegiftt aowa gift,unknown
ilizwilebhubesi eh aowa,unknown
chabi33110321 lmao this fanbase aowa,unknown
mihlali after that list aowa,unknown
selfierunnerza aowa dimakatsomapono,unknown
aowa olady ye e tswere boima yoh,unknown
cant wait for recess im so exhausted i cant do this anymore aowa,unknown
aowa ma v has some real issues with his mom this cant be normal,unknown
aowa wena,unknown
pregnancy nose is real i hope mine comes through ka my last month aowa hle,unknown
yoh guys ditsotsi di phedisa batho ha bohloko i mean if youre going to rob a person theres absolutely no need to kill them as well aowa today was a lot,unknown
kgosimosidi destinyzee aowa lena,unknown
ladylionsa aowa bathong re 2 now,unknown
boitumxlo aowa guys we are all poor,unknown
this man broke up with them both at once i hate men a group breakup aowa guys,unknown
tsontsag 22 aowa pearl,unknown
kimbaleigh1 aowa bathong baby,unknown
theeazanian aowa shame on you lol,unknown
tsikimabala lmaao aowa,unknown
mmanemahlako lempapison aowa ban so u wanna exit before u entre,unknown
aowa,unknown
i might as well work in a pharmaceutical company my colleagues always have pills motho will have 3 different types of painkillers in their everyday bag aowa banna,unknown
kvrvboofficial thembijessicac aowa nina,unknown
monyekisa aowa wena,unknown
titomboweni aowa chief why o complainer mo ke wena straight,unknown
lindogames aowa its deep,unknown
bolemarala disaroboro mbosommolawa mjayratlala ntsalaprecious nanicheba hermansmpinane nthabipule malekeselina realsechoala6 tlhakola khanasthabiso manasemasumpa nkabindenkabs realjonito felipemonei cadamgaga twasagirl lesedifm sabbymasabi willymasoa ntofontofo kingv058v pabimvelase neo80096585 aowa tanyaksho jwangmonatebreakfastshowmonatebreakfastshowmonatebreakfastshowmonatebreakfastshow,unknown
popothesaga aowa shimane,unknown
mtandile aowa,unknown
sis t bathong aowa bbmzansi,unknown
evansnkoana titomboweni aowa bathong,unknown
2022africa aowaits time i get a tweet bathong,unknown
aowa baan,unknown
iamph metrofmsa moflavadj aowa fave what do you mean when you say for the last time,unknown
carolinerathabe aowa rakgadidi weave di tlo nyeoga,unknown
aowa kgopela re tlhape tu,unknown
thabisofk philanidonald uluyandagama deactivate its pointless ngathi sijola naku instagram what more of twitter aowa,unknown
joeweecarter90 aowa man nna a zanka ka jola,unknown
michaelbucwa aowa smeggalicious is that nose beautiful for u,unknown
aowa mara,unknown
aowa biggie youre really into umgosi bbmzansi,unknown
quency aowa wena youre o mo tebele,unknown
nathisibiya8 aowa that place ifana ne centurion when it rains i cant afford a boat yet,unknown
donsech aowa,unknown
diegosaidso eh me tweleb aowa wena you havent been active lol,unknown
jmanthosa yerrrr fok rather ke lese aowa,unknown
another week another 1000 word essay aowa banna,unknown
marseillesbaby e tlhoka go zoomiwa aowa,unknown
kwenalr keletsomss aowa ase nnete,unknown
suhnnah would u even agree to such yhuuuu aowa thats brutalkind o weird,unknown
melpitso aowa he should be concerned,unknown
peachesrobyn i just said i need money rethabile aowa,unknown
aowa lona,unknown
this country aowa,unknown
nobodysmakoti2 aowa mpho wa tsheka so sorry i know is bothering sometimes,unknown
cianash lol aowa tlogelang,unknown
mxtaung wait what i will never wake up late again aowa andizi hai anever,unknown
mrtreewalker aowa guys,unknown
aowa the ladies are very intimidated by zari yoh soo disappointed in khanyiyoungfamousandafrican youngfamousafrican,unknown
pf dividing who aowa bro have the spirit of football u cant always win,unknown
kgamedimahlako aowa le eensum matsatsi a go tsena di quantum maratha so,unknown
iamsihlee lets all be djs skolo se tlo re bolaya aowa,unknown
aowa,unknown
aowa mare eseng cartoon,unknown
it has to be the jersey aowa i need it for my modules tulz is slippery bbmzansi,unknown
rejoiceza aowa nna ke kaone o nyaka go bona,unknown
carolinerathabe aowa baahn,unknown
from 17k to 169k aowa guys la dlala,unknown
thebegadi1 aowa jwale ke ntshe diphiri tsa ka ga ka,unknown
blaqwill eh aowa twitter enyaka annual leave mo hape ho cruel sometimes,unknown
uhmvincent thamisyazie my issue is couldnt he have tried to joke around the issue kancan nje to double check where it goes he legit set him self alight aowa vinc i am so we cant post memes and jokes now hai shem mina i would have laughed yhooo,unknown
mswilliamsss aowa banna,unknown
echinemerem aowakanti does he not want to marry you,unknown
abantusa aowa mara,unknown
yhoo my heart breaks for themba seeing him limp like that aowa biggie spa treatment nyana bbmzansi thembabroly,unknown
beelaina aowa,unknown
realpreciousm aowa,unknown
lifeafter18 yoh aowa,unknown
you can pray all you want aowa that sound like a threat if he pray all he wants then what are they gonna do something to punish him what exactly is she insinuating mpho is jst personally mad at libo its not about the cloth we all know they clashed a lot sobbmzansi,unknown
mukundi89300226 bbmzansi aowa,unknown
mathehleo yes my family or his siblings at least but friends aowa,unknown
my cravings are wildin aowa,unknown
tumzamash kelehmaraya sunraysandstuff aowa kaes,unknown
this is not the day for god to test me i need my parents house to move to gabs aowa,unknown
modipadimo aowa sis mo can we breath,unknown
amza5 thi is insane aowa bathong they probably cold now hungry and deadly tired i feel for thembbmzansi,unknown
katlegokupa fcbarcelona aowa,unknown
vhogubz aowa mogirl o wa fofa when i was clearly joking haibo,unknown
aowa bara niyenza kakhulu manje elclassico,unknown
aowa biggie surely this thing of saving two people cant be fairbbmzansi,unknown
kwanzabooi aowathe insults are too much,unknown
aowa guys please talk to biggie we are tired bbmzansi,unknown
aowa ema pele,unknown
realebogaree yho aowa its enough,unknown
tiisetsomok aowa not you bashing brutal fruit,unknown
simplychuene aowa why,unknown
karaborasseala ge nka o betha jut pula e neleo ile o nyaka ya maraga aowa,unknown
nvmbnoam naturallytm shongani sesame what aowa,unknown
aowa speak for yourself,unknown
mashmri aowa,unknown
stormhaze kopanokopie i think i need to 2nd wife my baby mama aowa,unknown
carolmotolo carol aowa hle,unknown
pennymsii aowa bathong,unknown
malcolmgood aowa ne ole wrong,unknown
aowa ive lived my whole life in pretoria but i dont know about the pyramid that gash1 is talking about gash o shaya shaya di hms bbmzansi,unknown
carolinerathabe aowa mamhla go nyewa,unknown
ndosiomkhulu aowa may he rest in peace,unknown
leeramthethwa aowa mara ke di blessings,unknown
aowa maan,unknown
blackheather3 aowa bathong his social battery is on 5,unknown
mashiloblack aowa am not that tired,unknown
philmphela for the first time in my life i want to defend chris aowa phil ul make us do unecessary stuff,unknown
pholosom a ke lwe aowa,unknown
same but 72 hours aowa,unknown
aowa banna,unknown
boncinabon aowa bongo please,unknown
frankybeans29 aowa warra someone o nore okae ausi wao screama topic ya thoma net daa eh wa apiwa wa apiwa muur ka bona monyako o bulega mogurl are ramo raseta,unknown
khanyi was definitely unnecessary at the safari aowa youngfamousandafrican,unknown
carolinerathabe aowa ka speed so,unknown
why does londie think its cute to drag her sentences when she speaks beyps we know you have a beautiful voice but aowa beyonce ema nyana tuuyoure annoying rhodurban,unknown
tysonramushu kgahli93 aowa,unknown
thabangbgx dudee like someone in the comments was talking about hand writings when people fill in z83 a mere handwriting aowa jwale gona,unknown
aowa bathong,unknown
aowa not again,unknown
aowa this hip hop dj is bad bad,unknown
bourerthefunk i did and i must say considering that i also dated someone wa pitori aowa nna o ka se nketse nex,unknown
lesibarakgotho aowa hlehave u ever got asked out by a guy,unknown
kholofeloseema lol aowa mara just because im not tipsy doesnt mean im not drinking alcohol,unknown
yhoo aowa ya spaghetti yona enketsa naar sa robega bbmzansi,unknown
bokabapeter aowa please dont ge abeg,unknown
lethabomakgoba but why especially to people who dont even know you aowa talkwithtokemakinwa honeydstv173,unknown
chipi or nothing mara wena o stena aowa chipi for chipi,unknown
gugulmnguni bapela945 aowa mara 3 o dlala ka mae,unknown
missmpho 30 yoh le tsebana le bo jeso face to face mos lena,unknown
im willing to be an errand boy a gardener or any form of odd job just to feed my children theyve been going to school and back on an empty stomach and that cripples me as a father i humbly ask for any tinned food or grocer you dont needthuli pbonangterrytreasure,unknown
im a former carpenter i got retrenched in 2020 im struggling to find employment my children often cry themselves to sleep because they sleep hungry i dont feel like a man because of that i ask for any food nearing their expiry datepearl modiadiethuli pbonang,unknown
judicaelle i get you xem and she can deliver as always bonang bonang,unknown
i miss bonang guys,unknown
i swear nako ye ke bonang dbn gogo ntsile go tsenwake rata this lady,unknown
realmrumadrive gogo bonang,unknown
paleramzz what bonang was accused of taking,unknown
bonang queen bonang,unknown
bonang my gash1 that was a 2mil performance bbmzansi,unknown
karabeast24 is that why bonang and pearl are after him,unknown
mashesha bonang is the queen of everything,unknown
chrisexcel102 except for the fact that bonang is an old woman now not young and certainly not famous anymore,unknown
chrisexcel102 bonang okae kante mara,unknown
bonolomyburgh these ladies need to ask bonang for the plug and stop embarrassing themselves,unknown
governmentza bonang what theyre doing next door i hope youre taking notes,unknown
lebogangmudau2 i still believe hes part of the team that made bonang,unknown
bonang morning to you too bonang,unknown
bonang dumela bonang,unknown
bonang ke boss queen klaar,unknown
pearl and bonangs beef just escalated,unknown
bonangs little slice of heaven is all types of royalty,unknown
tshepsx sisterrrrrke bone di soulmate di kanna 4 maabane kooits crazy,unknown
pangmasuoane jowe ae ehlile ntsekeso bone letho,unknown
not one mean bone in my body,unknown
thlumiz moemammatsheko please leave cutie bone alone abeg you,unknown
